dataset,index,species,area,question,correct_answer,option_0,option_1,option_2,DeepSeek-V3.2_Agent_Choice,DeepSeek-V3.2_Agent_Objective,DeepSeek-V3.2_LLM_Choice,DeepSeek-V3.2_LLM_Objective,Grok-4.1-Fast_Agent_Choice,Grok-4.1-Fast_Agent_Objective,Grok-4.1-Fast_LLM_Choice,Grok-4.1-Fast_LLM_Objective,Doubao-1.8_Agent_Choice,Doubao-1.8_Agent_Objective,Doubao-1.8_LLM_Choice,Doubao-1.8_LLM_Objective,MiMo-V2-Flash_Agent_Choice,MiMo-V2-Flash_Agent_Objective,MiMo-V2-Flash_LLM_Choice,MiMo-V2-Flash_LLM_Objective,Qwen3-235B_Agent_Choice,Qwen3-235B_Agent_Objective,Qwen3-235B_LLM_Choice,Qwen3-235B_LLM_Objective,Gemini-3-Flash-High_Agent_Choice,Gemini-3-Flash-High_Agent_Objective,Gemini-3-Flash-High_LLM_Choice,Gemini-3-Flash-High_LLM_Objective
target,245,Arabidopsis thaliana,GROWTH AND DEVELOPMENT,"What is the molecular function of the protein encoded by the EDS4 gene, involved in immune responses in Arabidopsis, and which other physiological processes are affected in eds4 mutant plants?",2,"The Arabidopsis EDS4 gene encodes a MYB related transcription factor in Arabidopsis. Mutations in EDS4 result not only in enhanced disease susceptibility, as its name indicates, but also in late flowering, long hypocotyls under red light conditions, and a long circadian period phenotype for the rhythms of leaf movement and gene expression. ","The EDS4 gene encodes Cysteine proteinases superfamily protein in Arabidopsis. Mutations in EDS4 result not only in enhanced disease susceptibility, as its name indicates, but also in early flowering, long hypocotyls under red light conditions, and a long circadian period phenotype for the rhythms of leaf movement and gene expression. ","The EDS4 gene encodes an orthologue of Nucleoporin 205 in Arabidopsis. Mutations in EDS4 result not only in enhanced disease susceptibility, as its name indicates, but also in early flowering, long hypocotyls under red light conditions, and a long circadian period phenotype for the rhythms of leaf movement and gene expression. ",2,True,2,True,2,True,0,False,2,True,2,True,2,True,0,False,0,False,0,False,2,True,2,True
target,246,Arabidopsis thaliana,ENVIRONMENT - LIGHT AND TEMPERATURE,How does light regulate alternative splicing in plants and what is the role of phytochrome photoreceptors in this process?,2,"Light appears to regulate alternative splicing in plants through at least two mechanisms. In the first mechanisms, canonical sensory photoreceptors such as phytochromes interact with transcription factors such as PIF3 and PIF4 upon light excitation, modifying somehow the properties of these proteins and indirectly impacting alternative splicing patterns of genes involved in the control of plant growth and development, including many clock genes. In this mechanism, light directly affects transcription elongation rates and indirectly modulates alternative splicing due to the co-transcriptional nature of alternative splicing and its regulation. Alternatively, light perceived by chlorophyll stimulates the photosynthetic process, and one or more molecules derived from the photosynthetic reactions, including sugars, directly affect the alternative splicing of many genes involved in the control of plant growth and development, including many genes encoding splicing factors. Although phytochrome mutants show some alterations in the regulation of a subset of alternative splicing events, since phytochromes do not interact directly with splicing factors, and strong red-light regulation of many alternative splicing events can still be observed in quintuple phytochrome mutants, the effect of phytochromes in the control of alternative splicing appears to be indirect and of secondary relevance.   ","Light regulates alternative splicing in plants through at least two mechanisms. In the first mechanism, photosynthetic photoreceptors such as phytochromes and cryptochromes interact with splicing factors upon light excitation, modifying somehow the properties of these splicing regulators and modulating the splicing of genes involved in the control of plant growth and development, including many clock genes. Alternatively, light perceived by chlorophyll stimulates the photosynthetic process, and one or more molecules derived from the photosynthetic reactions, including sugars, somehow affect the alternative splicing of many genes involved in the control of plant growth and development, including many genes encoding splicing factors. Quintuple phytochrome mutants, which are blind to red light signals controlling plant growth and development, are also blind to red light signals that modulate alternative splicing, indicating phytochromes play a predominant role in the regulation of alternative splicing in Arabidopsis plants. ","Light regulates alternative splicing in plants through at least two mechanisms. In the first mechanism, canonical sensory photoreceptors such as phytochromes and cryptochromes interact with splicing factors upon light excitation, modifying somehow the properties of these splicing regulators and modulating the splicing of genes involved in the control of plant growth and development, including many clock genes. Alternatively, light perceived by chlorophyll stimulates the photosynthetic process, and one or more molecules derived from the photosynthetic reactions, including sugars, somehow affect the alternative splicing of many genes involved in the control of plant growth and development, including many genes encoding splicing factors. Although phytochrome mutants show some deficiencies in the light regulation of a subset of alternative splicing events, and phytochromes interact directly with splicing factors, strong red light regulation of many alternative splicing events can still be observed in quintuple phytochrome mutants that are completely blind to red light signals that control developmental processes.  ",0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,2,True,2,True
target,247,Oryza sativa,GENE REGULATION - TRANSCRIPTION,"Which rice HD-Zip I transcription factor changes its expression at low ABA concentrations, influencing leaf angle opening in 9-day-old plant?",1,"Low ABA concentration induced the expression of both OsHOX22 and OsHOX24, increasing the leaf angle of 9-day-old rice plants. ","Low ABA concentration induced the expression of OsHOX24, increasing the leaf angle of 9-day-old rice plants.","Low ABA concentration induced the expression of OsHOX22, increasing the leaf angle of 9-day-old rice plants.",0,False,1,True,0,False,1,True,2,False,2,False,0,False,2,False,0,False,2,False,1,True,0,False
target,248,Oryza sativa,GENE REGULATION - TRANSCRIPTION,Which rice HD-Zip I transcription factor appears to be involved in the brassinosteroid biosynthetic pathway?,0,"OsHOX22 and OsHOX24 seem to play roles in the brassinosteroid response that influences leaf angle opening, although only the gene edition in OsHOX24 modified the expression of transcripts related to the brassinosteroid biosynthetic pathway.","OsHOX22 and OsHOX24 seem to play roles in the brassinosteroid response that influences leaf angle opening, although only the gene edition in OsHOX22 modified the expression of transcripts related to the brassinosteroid biosynthetic pathway.","OsHOX22 and OsHOX24 seem to play roles in the brassinosteroid response that influences leaf angle opening, although neither modified the expression of transcripts related to the brassinosteroid biosynthetic pathway. ",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,2,False,0,True,,False,0,True
target,249,Arabidopsis thaliana,GENE REGULATION - TRANSCRIPTION,How does SHY2 influence the balance between auxin and cytokinin to regulate root meristem size in Arabidopsis thaliana?,0,SHY2 activation in the root influences auxin transport through the downregulation of PIN expression.,SHY2 activation in the root influences cytokinin transport through the downregulation of PIN expression,SHY2 activation in the root influences auxin transport through the upregulation of PIN expression,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,250,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,How do plants sense nitrate availability in soil?,0,Plants sense nitrate through a specific nitrate transporter and sensor known as NITRATE TRANSPORTER 1.1 (NRT1.1) and also via NIN-like proteins (NLP). NLP7 in particular has been shown to be an important regulatory factor as well as a potential nitrate sensor.,It is unknown how plants sense nitrate,Plants sense nitrate through a specific sensor protein expressed in the nuclei of shoot cells.,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,251,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,Which plant hormone is closely linked to nitrate signaling?,2,Ethylene is closely linked to nitrate signaling,Auxin is the most important hormone with regards to nitrate signaling and plant responses to changes in nitrate levels in the soil,"Cytokinin is closely linked to nitrate signaling and influences root and shoot growth. Auxin is also very tightly linked, particularly shown to play a role in root developmental responses. Gibberellins and ABA have been also shown to mediate nitrate responses in plants such as flowering time (GA) and root development (ABA). ",2,True,,False,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,252,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,What role does the protein NRT2.1 play in Arabidopsis thaliana?,0,"NRT2.1 is involved in high-affinity nitrate uptake and helps regulate root architecture in response to nitrate levels. The protein NRT2.1 plays several roles in nitrate uptake and responses in plants. NRT2.1 is responsible for the high-affinity uptake of nitrate from the soil, allowing plants to efficiently absorb nitrate when concentrations are low. High affinity transport system typically works at concentrations below 1 mM. NRT2.1 expression is regulated by nitrate availability, typically showing rapid induction by increasing nitrate levels after starvation and repression by long exposure to high nitrate levels. This helps plants adapt to fluctuating nutrient conditions. NRT2.1 works in conjunction with NRT3.1 (or NAR) which is required for high-affinity nitrate transport. Acts as a repressor of lateral root initiation. May be involved in targeting NRT2 proteins to the plasma membrane. NRT2.1 can influence the expression of other genes involved in nitrogen metabolism and assimilation, linking nitrate uptake with broader metabolic pathways. The presence of nitrate induces root developmental changes, including lateral root formation, which NRT2.1 has been shown to be implicated. Overall, NRT2.1 is a key player in facilitating nitrate uptake and integrating nutrient availability with plant growth and development responses.",NRT2.1 is not involved in regulating root system architecture,NRT2.1 primarily functions as a low-affinity transporter for ammonium,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,253,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,How does phosphorylation affect NRT1.1 function in Arabidopsis thaliana?,1,Phosphorylation has no impact on NRT1.1 function,"Studies showed that T101-phosphorylated CHL1 is a high-affinity nitrate transporter, whereas T101-dephosphorylated CHL1 is a low-affinity transporter. Primary nitrate responses in CHL1T101D and CHLT101A transgenic plants showed that phosphorylated and dephosphorylated CHL1 lead to a low- and high-level response, respectively. In vitro and in vivo studies showed that, in response to low nitrate concentrations, protein kinase CIPK23 can phosphorylate T101 of CHL1 to maintain a low-level primary response. Thus, CHL1 uses dual-affinity binding and a phosphorylation switch to sense a wide range of nitrate concentrations in the soil, thereby functioning as an ion sensor in higher plants. ",NRT1.1 is phosphorylated in multiple locations affecting its localization in the cell,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,254,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,How does nitrate influence the expression of microRNAs (miRNAs) in plants?,2,Nitrate has not effect on miRNA levels but rather on target gene expression.,miRNAs alter nitrate levels in the soil through regulating gene expression in the plant,Nitrate levels can regulate expression of specific miRNAs that modulate levels and expression of target mRNAs involved in nitrogen metabolism and growth. One of the first reported examples involved miR393 and the AFB3 target mRNA coding for an auxin receptor. This regulatory module was shown to be important to modulate root system architecture in response to external nitrate and the internal N status of the plant.,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,255,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,Has the crystal structure of NRT1.1 been resolved and what was the implication of knowing the structure for nitrate transport in Arabidopsis thaliana?,1,The crystal structure is unknown for NRT1.1 and remains unknown how it transport and senses nitrate,"The crystal structure of NRT1.1 was reported in two independent scientific publications. In one study, scientists report the crystal structure of unphosphorylated NRT1.1, which reveals a homodimer in the inward-facing conformation. In this low-affinity state, the Thr 101 phosphorylation site is embedded in a pocket immediately adjacent to the dimer interface, linking the phosphorylation status of the transporter to its oligomeric state. Using a cell-based fluorescence resonance energy transfer assay, they showed that functional NRT1.1 dimerizes in the cell membrane and that the phosphomimetic mutation of Thr 101 converts the protein into a monophasic high-affinity transporter by structurally decoupling the dimer. Together with analyses of the substrate transport tunnel, these results establish a phosphorylation-controlled dimerization switch that allows NRT1.1 to uptake nitrate with two distinct affinity modes.10.1038/nature13074.
In a separate study, the apo and nitrate bound crystal structures of Arabidopsis thaliana NRT1.1 were reported, which together with in vitro binding and transport data identify a key role for His356 in nitrate binding. Their data supports a model whereby phosphorylation increases structural flexibility and in turn the rate of transport. 10.1038/nature13116",The structure of NRT1.1 shows that it only functions as a sensor and has no role in nitrate transport,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,256,Arabidopsis thaliana,ENVIRONMENT - NUTRIENTS,What is the role of protein phosphatases in nitrate signaling in Arabidopsis thaliana?,2,"Protein phosphatases add phosphate groups to proteins, thereby activating components in the nitrate signaling pathway ","Phosphatases play a crucial role in nitrate signaling, particularly regulating expression of key  transcription factors involved in signal transduction  ","Less is known about the role of phosphatases in nitrate signaling as compared to kinases in the CPK family for instance. However, phosphatases can deactivate signaling components through dephosphorylation, fine-tuning the nitrate response. Benoit Lacombe’s group identified two components that regulate nitrate transport, sensing, and signaling: the calcium sensor CBL1 and protein phosphatase 2C family member ABI2, which is inhibited by the stress-response hormone abscisic acid. They used bimolecular fluorescence complementation assays and in vitro kinase assays to show that ABI2 interacted with and dephosphorylated CIPK23 and CBL1. Coexpression studies in Xenopus oocytes and analysis of plants deficient in ABI2 indicated that ABI2 enhanced NPF6.3-dependent nitrate transport, nitrate sensing, and nitrate signaling. These findings suggest that ABI2 may functionally link stress-regulated control of growth and nitrate uptake and utilization, which are energy-expensive processes.",2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,257,Arabidopsis thaliana,GENE REGULATION - ALTERNATIVE SPLICING,How long non-coding RNAs can affect alternative splicing in Arabidopsis thaliana?,0,"Long non-coding RNA interact with alternative splicing regulators such as PRP8, NSR or other splicing regulators to modify the action of these proteins on specific target mRNAs being recognized by these regulators",Long non-coding RNA interact with chromatin regulators to affect alternative splicing of mRNA targets,"Long non-coding RNA interact with mRNA targets preventing their recognition by PRP8, NSR or other splicing regulators",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,258,Arabidopsis thaliana,GENE REGULATION - ALTERNATIVE SPLICING,Which splicing regulators control also post-transcriptional gene silencing in Arabidopsis thaliana?,1,PRP39 and SMD1b affects small RNA biogenesis and this leads to changes in alternative splicing ,PRP39 and SMD1b have been shown to affect Posttrascriptional gene silencing through small RNAs as well as alternative splicing patterns in the corresponding mutants ,Mutants in PRP39 and SMD1B affect small RNA production in alternatively spliced genes,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,259,Arabidopsis thaliana,GROWTH AND DEVELOPMENT,Which transcription factors participate in the negative regulation of the DELAY OF GERMINATION 1 (DOG1) gene by ABI5-BINDING PROTEIN 2 (AFP2) during seed maturation in Arabidopsis thaliana?,1,"In Arabidopsis thaliana, two basic helix–loop–helix transcription factors in the BR signaling pathway, BRASSINOSTEROID ENHANCED EXPRESSION 2 (BEE2) and BEE 2 INTERACTING with INCREASED LEAF INCLINATION 1 BINDING bHLH1 (HBI1), suppress DOG1 expression by recruiting the transcriptional corepressor TPR2 to carry out histone deacetylation at the DOG1 gene.  In siliques, when BEE2 and HBI1 levels are low and inadequate to suppress DOG1 production, a large number of DOG1 transcripts accumulate during embryo development to maintain seed dormancy.  BEE2 and HBI1transcript levels progressively rise in mature fresh or after-ripened seeds. Since AFP2 acts as an adapter, the increased BEE2 and HBI1transcripts recruit additional TPR2 and HDAC, which ultimately suppresses DOG1 expression and finally releases seed dormancy. ","In Arabidopsis thaliana, the transcription factor WRKY36 suppresses DOG1 expression by recruiting the transcriptional corepressor TPR2 to carry out histone deacetylation at the DOG1 gene.  In siliques, when WRKY36 levels are low and inadequate to suppress DOG1 production, a large number of DOG1 transcripts accumulate during embryo development to maintain seed dormancy. WRKY36 transcript levels progressively rise in mature fresh or after-ripened seeds. Since AFP2 acts as an adapter, the increased WRKY36 recruits additional TPR2 and HDAC, which ultimately suppresses DOG1 expression and finally releases seed dormancy. ","In Arabidopsis thaliana, the transcription factor WRKY36 suppresses DOG1 expression by recruiting the transcriptional corepressor TPR2 to carry out histone deacetylation at the DOG1 gene.  In siliques, when WRKY36 levels are high and DOG1 transcripts accumulate during embryo development to maintain seed dormancy. WRKY36 transcript levels progressively decrease in mature fresh or after-ripened seeds. AFP2 ultimately suppresses DOG1 expression and finally releases seed dormancy. ",1,True,1,True,0,False,0,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False
target,260,Arabidopsis thaliana,HORMONES,How is the gene ETHYLENE INSENSITIVE 2 (EIN2) involved on the ABA response In Arabidopsis thaliana?,1,"In Arabidopsis thaliana, ABA responses are largely induced by EIN2 rather than EIN3 or EIL1. This EIN2-directed ABA response enhancement depends on HLS1 function. EIN2 directly interacts with HLS1, to fine-tune ABA responses during seed germination and early seedling establishment.","In Arabidopsis thaliana, ABA responses are largely repressed by EIN2 rather than EIN3 or EIL1. This EIN2-directed repression depends on HLS1 function. EIN2 directly interacts with HLS1, thus repressing histone H3 acetylation at ABI5 chromatin to fine-tune ABA responses during seed germination and early seedling establishment.","In Arabidopsis thaliana, ABA responses are largely repressed by EIN3 rather than EIN2 or EIL1. This EIN3-directed repression depends on HLS1 function. EIN3 directly interacts with HLS1, thus repressing histone H3 acetylation at ABI5 chromatin to fine-tune ABA responses during seed germination and early seedling establishment.",1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,261,Solanum lycopersicum,GROWTH AND DEVELOPMENT,How are the transcription factors SISCZ and SIEXO1 involved in the lignification in the inner cortical layer in Solanum lycopersicum?,2,"SlEXO1 and SlSCZ regulates the polar deposition of lignin in the exodermis. As evidenced by the absence of PLC and suberin in the inner cortical layers, SlSCZ and SlEXO1 both induce PLC and most likely exodermal cell fate specification in the inner cortex layer. Exodermal lignification and suberization can likewise be enhanced by SlEXO1, possibly in a dose-dependent manner through SlMYB92.","Through a genetic interaction with SlEXO1, SlSCZ regulates the polar deposition of lignin in the endodermis. As evidenced by the presence of PLC and suberin in the outer cortical layers, SlSCZ and SlEXO1 both repress PLC and most likely endodermal cell fate specification in the outer cortex layer. Endodermal lignification and suberization can likewise be suppressed by SlEXO1, possibly in a dose-dependent manner through SlMYB92.","Through a genetic interaction with SlEXO1, SlSCZ regulates the polar deposition of lignin in the exodermis. As evidenced by the presence of PLC and suberin in the inner cortical layers, SlSCZ and SlEXO1 both repress PLC and most likely exodermal cell fate specification in the inner cortex layer. Exodermal lignification and suberization can likewise be suppressed by SlEXO1, possibly in a dose-dependent manner through SlMYB92.",2,True,2,True,2,True,2,True,2,True,2,True,2,True,0,False,0,False,2,True,2,True,2,True
target,262,Arabidopsis thaliana,ENVIRONMENT - ABIOTIC STRESS,How are the IncRNAs called PUPPIES involved in Arabidopsis thaliana seed germination delay upon salt stress conditions?,1,"The DOG1 gene represses the salt‐dependent delay of germination. DOG1 gene promoter is extensively transcribed, generating a variety of lncRNAs, called PUPPIES. Co-directional pervasive transcription of PUPPIES increases transcriptional bursts and RNA polymerase II pausing, which in turn downregulates DOG1 expression. ","The DOG1 gene induces the salt‐dependent delay of germination. DOG1 gene promoter is extensively transcribed, generating a variety of lncRNAs, called PUPPIES. Co-directional pervasive transcription of PUPPIES increases transcriptional bursts and RNA polymerase II pausing, which in turn stimulates DOG1 expression. ","The DOG1 gene induces the salt‐dependent delay of germination. DOG1 gene introns are extensively transcribed, generating a variety of lncRNAs, called PUPPIES. Co-directional pervasive transcription of PUPPIES increases transcriptional bursts and RNA polymerase II pausing, which in turn stimulates DOG1 expression. ",1,True,0,False,1,True,0,False,1,True,1,True,1,True,0,False,1,True,1,True,1,True,1,True
target,263,Arabidopsis thaliana,ENVIRONMENT - BIOTIC STRESS,How is the susceptibility of Arabidopsis plants to viral infections affected by a combination of heat and drought stress?,2,"In Arabidopsis there are detectable differences in susceptibility to TuMV (Turnip mosaic potyvirus) when a single virus stress or a combined virus and drought stress is applied. The combination of virus infection with heat or heat and drought leads to a decrease of the level of P3, the viral gene used to quantify the level of virus accumulation, indicating that heat or combined heat and drought stress decreases the susceptibility of Arabidopsis to virus infection.","In Arabidopsis there are no detectable differences in susceptibility to TuMV (Turnip mosaic potyvirus) when a single virus stress or a combined virus and drought stress is applied. The combination of virus infection with heat or heat and drought leads to no change of the level of P3, the viral gene used to quantify the level of virus accumulation, indicating that heat or combined heat and drought stress does not affect the susceptibility of Arabidopsis to virus infection.","In Arabidopsis there are no detectable differences in susceptibility to TuMV (Turnip mosaic potyvirus) when a single virus stress or a combined virus and drought stress is applied. The combination of virus infection with heat or heat and drought leads to an increase of the level of P3, the viral gene used to quantify the level of virus accumulation, indicating that heat or combined heat and drought stress increases the susceptibility of Arabidopsis to virus infection.",2,True,0,False,0,False,0,False,0,False,0,False,2,True,0,False,0,False,0,False,2,True,2,True
target,264,Arabidopsis thaliana,ENVIRONMENT - BIOTIC STRESS,How is the evolution of Turnip mosaic potyvirus (TuMV) affected by severe drought conditions and what are the salicylic acid (SA) levels in plants infected with standard- and drought-evolved viruses?,2,"Viruses evolved under drought conditions accumulate more mutations and, in contrast to viruses evolved in standard conditions, the mutations are randomly distributed across the different viral cistrons. Plants infected with standard- or drought-evolved viruses show a significant decrease in salicylic acid (SA) levels compared to non-infected plants. ","Viruses evolved under drought conditions accumulate the same number of mutations as viruses evolved in standard conditions, and the mutations are randomly distributed across the different viral cistrons. Plants infected with standard- or drought-evolved viruses show no changes in salicylic acid (SA) levels compared to non-infected plants. ","Viruses evolved under drought conditions accumulate less mutations and, as in the case of viruses evolved in standard conditions, the mutations are not randomly distributed and accumulate in the VPg cistron. Plants infected with standard- or drought-evolved viruses show a significant increase in salicylic acid (SA) levels compared to non-infected plants. ",2,True,0,False,2,True,0,False,0,False,0,False,2,True,0,False,0,False,2,True,2,True,2,True
target,265,Arabidopsis thaliana,ENVIRONMENT - BIOTIC STRESS,Which is the role of the Cucumber mosaic virus (CMV) protein 2b in the response to drought stress in Arabidopsis thaliana and how does it affect abscisic acid (ABA)-mediated signaling?,0,"The CMV 2b protein is responsible for the increase of drought tolerance in infected Arabidopsis plants. 2b exerts this role by interfering with the regulation of gene expression mediated by ABA, a phytohormone with a key role in regulating drought responses. ABA levels are not altered in CMV infected plants, but the expression of RD29A, an ABA- and desiccation-responsive gene, is induced in mock-treated plants but not in CMV-infected plants in response to drought stress.","The CMV 2b protein is responsible for the increase of drought tolerance in infected Arabidopsis plants. 2b exerts this role by interfering with the regulation of gene expression mediated by ABA, a phytohormone with a key role in regulating drought responses. ABA levels are increased in CMV infected plants, and the expression of RD29A, an ABA- and desiccation-responsive gene, is induced in mock-treated and, to less extend, in CMV-infected plants in response to drought stress.","The CMV 2b protein is responsible for the increase of drought tolerance in infected Arabidopsis plants. 2b exerts this role by interfering with the regulation of gene expression mediated by ABA, a phytohormone with a key role in regulating drought responses. ABA levels are reduced in CMV infected plants, and the expression of RD29A, an ABA- and desiccation-responsive gene, is induced in mock-treated plants and, to less extend, in CMV-infected plants in response to drought stress.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,266,Arabidopsis thaliana,GENE REGULATION - PTGS,What was the first example of a long noncoding RNA capturing a miRNA by target mimicry in any living organism and what is it involved in? Indicate the corresponding organism and describe the associated molecular mechanism.,1,"The first example of a lncRNA exerting a role as a miRNA target mimicry was INDUCED BY PHOSPHATE STARVATION 1 (IPS1) from Arabidopsis thaliana. It is a transcript recognized by miRNA166, including a mismatch in the 11th position. As a result, the miRNA remains paired to IPS2 without clivage, and miRNA166 is titered and blocked. IPS1 is induced in response to phosphate starvation, blocking miRNA and increasing the transcript levels of the miRNA166 target PHO3 gene.","The first example of a lncRNA exerting a role as a miRNA target mimicry was INDUCED BY PHOSPHATE STARVATION 1 (IPS1) from Arabidopsis thaliana. It is a transcript recognized by miRNA399, including a mismatch in the 11th position. As a result, the miRNA remains paired to IPS2 without clivage, and miRNA399 is titered and blocked. IPS1 is induced in response to phosphate starvation, blocking miRNA and increasing the transcript levels of the miRNA399 target PHO2 gene.","The first example of a lncRNA exerting a role as a miRNA target mimicry was COOLAIR from Arabidopsis thaliana. It is a transcript recognized by miRNA399, including a mismatch in the 11th position. As a result, the miRNA remains paired to COOLAIR without clivage, and miRNA399 is titered and blocked. COOLAIR is induced in response to phosphate starvation, blocking miRNA and increasing the transcript levels of the miRNA399 target PHO2 gene.",1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,267,Arabidopsis thaliana,GENE REGULATION - EPIGENETICS AND TGS,How does the lncRNA APOLO regulate the locus of the RHD6 gene in Arabidopsis thaliana in response to low temperatures?,2,"In response to low temperatures, APOLO levels decrease, leading to effective recruitment of LHP1 from the RHD6 locus, modulating the epigenetic environment of the locus and resulting in the closing of a chromatin loop. APOLO RNA maintains the R-loop structure formed with the RHD6 locus, which has been demonstrated to directly contribute to the transcriptional repression of RHD6. In addition, APOLO participates in the decoy of WRKY42 away from the RHD6 promoter in response to cold. Consequently, RHD6 transcription is enhanced which contributes through downstream genes RSL2/4 to the promotion of root hair cell expansion. This is reflected in the root phenotype of plants overexpressing and silencing APOLO and WRK42 wherein distinct patterns of root hair are observed compared to the wildtype.","In response to low temperatures, APOLO levels increase, leading to effective decoying of CLF from the RHD6 locus, modulating the epigenetic environment of the locus and resulting in the opening of a chromatin loop. APOLO RNA maintains the R-loop structure formed with the RHD6 locus, which has been demonstrated to directly contribute to the transcriptional activation of RHD6. In addition, APOLO participates in the recruitment of FRIGIDA to the RHD6 promoter in response to cold. Consequently, RHD6 transcription is enhanced which contributes through downstream genes RSL2/4 to the promotion of root hair cell expansion. This is reflected in the root phenotype of plants overexpressing and silencing APOLO and FRIGIDA wherein distinct patterns of root hair are observed compared to the wildtype.","In response to low temperatures, APOLO levels increase, leading to effective decoying of LHP1 from the RHD6 locus, modulating the epigenetic environment of the locus and resulting in the opening of a chromatin loop. APOLO RNA maintains the R-loop structure formed with the RHD6 locus, which has been demonstrated to directly contribute to the transcriptional activation of RHD6. In addition, APOLO participates in the recruitment of WRKY42 to the RHD6 promoter in response to cold. Consequently, RHD6 transcription is enhanced which contributes through downstream genes RSL2/4 to the promotion of root hair cell expansion. This is reflected in the root phenotype of plants overexpressing and silencing APOLO and WRK42 wherein distinct patterns of root hair are observed compared to the wildtype.",2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,268,Arabidopsis thaliana,GENE REGULATION - ALTERNATIVE SPLICING,What proteins have been identified as molecular partners of the Arabidopsis lncRNA ASCO? In what molecular mecanism are they all involved in?,0,"The proteins identified so far as interactors of the lncRNA ASCO are NSRa, PRP8 and SmD1b, which are involved in splicing.","The proteins identified so far as interactors of the lncRNA ASCO are LHP1 and VIM1, which are involved in epigenetics.","The proteins identified so far as interactors of the lncRNA ASCO are GRP7, PRP64 and SmD1a, which are involved in splicing.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,269,Arabidopsis thaliana,GENE REGULATION - TRANSCRIPTION,What is the molecular mechanism that leads to nitrate-dependent regulation of transcription by the NLP7 transcription factor in Arabidopsis thaliana?,2,"Nitrate resupply triggers the cytosolic accumulation of NLP7 via a nuclear import mechanism. Following a nitrate signal, MAPKs phosphorylate NLP7 in the cytosol and prevent NLP7 nuclear import. In addition direct binding of nitrate to the NLP7 protein is required to inhibit NLP7.",Nitrate depletion triggers the nuclear accumulation of NLP7 by protein degradation. FProtein phosphate 2A  dephosphorylate NLP7 in the cytosol and prevent NLP7 nuclear import. In addition direct binding of nitrate to the C-terminal of the NLP7 protein is required to stabilise NLP7,"Nitrate resupply triggers the nuclear accumulation of NLP7 via a nuclear retention mechanism. Following a nitrate signal, CDKs phosphorylate NLP7 in the nucleus and prevent NLP7 nuclear export. In addition direct binding of nitrate to the NLP7 protein is required to activate NLP7.",2,True,2,True,2,True,0,False,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,270,Arabidopsis thaliana,PHYSIOLOGY AND METABOLISM,The transcription factors NLP7 and NLP2 are major players for the response of A. thaliana to nitrate availability. What are the main differences in the metabolic phenotypes of loss-of-function mutants of either of these proteins?,2,Specialised metabolism is strongly modified in the nlp2-1 mutant whereas nlp7-1 mutant showed a modified central metabolism in rosettes.,The nlp2-1 mutant displays changes in nitrate assimilation whereas the nlp7-1 mutant is defected in amino acid degradation.,"Central metabolism is modified in both single mutant nlp2-1 and nlp7-1. Whereas the loss of NLP2 leads to a modification of glycolysis, loss of NLP7 leads to a depletion of TCA cycle intermediates in rosettes.",2,True,2,True,2,True,2,True,,False,0,False,2,True,0,False,1,False,2,True,2,True,0,False
